row	alpha	branch	matrix
3875	(W_(w2)+w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)
3876	(W_(w2)+w^w)	T0	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,0,0)
3877	(W_(w2)+W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,1,0)
3878	(W_(w2)+W_w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,1,0)(1,1,1)
3879	(W_(w2)+W_(w+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,2,0)
3880	(W_(w2)*2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,2,0)(3,2,1)
3881	(W_(w2)*3)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,2,0)(8,4,0)(9,5,1)(10,5,1)(11,2,0)(3,2,1)
3882	(W_(w2)*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)
3883	(W_(w2)*W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)(7,1,0)
3884	(W_(w2)*W_(w+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)(7,2,0)
3885	(W_(w2)^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)(7,2,0)(3,2,1)
3886	(W_(w2)^W_(w2))	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(7,2,0)(3,2,1)
3887	psi_W_(w2+1)(W_(w2+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(8,3,0)
3888	psi_W_(w2+1)(W_W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(8,3,1)(9,3,1)(10,1,0)
3889	W_(w2+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)
3914	(W_(w2+1)+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(7,4,0)(8,5,0)
3915	(W_(w2+1)+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(7,4,0)(8,5,1)
3916	(W_(w2+1)+w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(7,4,0)(8,5,1)(9,5,1)
3917	(W_(w2+1)+W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(7,4,0)(8,5,1)(9,5,1)(10,1,0)
3918	(W_(w2+1)*2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(7,4,0)(8,5,1)(9,5,1)(10,3,0)
3919	(W_(w2+1)*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(7,4,1)
3920	(W_(w2+1)*W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(7,4,1)(8,1,0)
3921	(W_(w2+1)^2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(7,4,1)(8,3,0)
3922	(W_(w2+1)^W_(w2+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(8,3,0)
3923	psi_W_(w2+2)(W_(w2+2))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(9,3,0)
3924	W_(w2+2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,0)(6,4,1)(7,4,1)(8,4,0)
3925	W_(w2+3)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,0)(6,4,1)(7,4,1)(8,4,0)(6,4,0)(7,5,1)(8,5,1)(9,5,0)
3926	W_(w3)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)
3942	(W_(w3)+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,0)(7,4,1)(8,4,1)(9,3,0)(8,4,0)(9,5,0)
3943	(W_(w3)+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,0)(7,4,1)(8,4,1)(9,3,0)(8,4,0)(9,5,1)
3944	(W_(w3)+w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,0)(7,4,1)(8,4,1)(9,3,0)(8,4,0)(9,5,1)(10,5,1)
3945	(W_(w3)+W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,0)(7,4,1)(8,4,1)(9,3,0)(8,4,0)(9,5,1)(10,5,1)(11,1,0)
3946	(W_(w3)+W_(w2+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,0)(7,4,1)(8,4,1)(9,3,0)(8,4,0)(9,5,1)(10,5,1)(11,3,0)
3947	(W_(w3)*2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,0)(7,4,1)(8,4,1)(9,3,0)(8,4,0)(9,5,1)(10,5,1)(11,3,0)(5,3,1)
3948	(W_(w3)*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,0)(7,4,1)(8,4,1)(9,3,0)(8,4,1)
3949	(W_(w3)^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,0)(7,4,1)(8,4,1)(9,3,0)(8,4,1)(9,3,0)(5,3,1)
3950	psi_W_(w3+1)(W_(w3+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,0)(7,4,1)(8,4,1)(9,3,0)(10,4,0)
3951	W_(w3+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,0)(7,4,1)(8,4,1)(9,4,0)
3952	W_(w4)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,0)(7,4,1)(8,4,1)(9,4,0)(7,4,1)
3953	W_(w5)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,0)(7,4,1)(8,4,1)(9,4,0)(7,4,1)(8,4,0)(9,5,1)(10,5,1)(11,5,0)(10,5,1)
3954	W_(w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)
4186	(W_(w^2)+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)
4189	(W_(w^2)+2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,4,0)
4190	(W_(w^2)+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)
4191	(W_(w^2)+w+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,0)(7,4,0)
4192	(W_(w^2)+w2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,0)(7,4,1)
4193	(W_(w^2)+w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)
4194	(W_(w^2)+W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)
4195	(W_(w^2)+W_w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,1)
4196	(W_(w^2)*2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,1)(2,1,1)
4197	(W_(w^2)*3)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,0)(7,4,1)(8,4,1)(9,1,0)(1,1,1)(2,1,1)
4198	(W_(w^2)*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)
4199	(W_(w^2)*w+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(4,2,0)(5,3,0)
4200	(W_(w^2)*w+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(4,2,0)(5,3,1)
4201	(W_(w^2)*w+W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,1,0)
4202	(W_(w^2)*w+W_(w^2))	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,1)(2,1,1)
4203	(W_(w^2)*w2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,1)
4204	(W_(w^2)*w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(4,2,1)
4205	(W_(w^2)*w^w)	T0	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,0,0)
4206	(W_(w^2)*W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)
4207	(W_(w^2)*W_w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,1)
4208	(W_(w^2)^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,1)(2,1,1)
4209	(W_(w^2)^W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(5,1,0)
4210	(W_(w^2)^W_(w^2))	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(5,1,0)(1,1,1)(2,1,1)
4211	psi_W_(w^2+1)(W_(w^2+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(6,2,0)
4212	psi_W_(w^2+1)(W_W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(6,2,1)(7,2,1)(8,1,0)
4213	W_(w^2+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)
4248	(W_(w^2+1)+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,0)
4249	(W_(w^2+1)+2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,0)(7,5,0)
4250	(W_(w^2+1)+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)
4251	(W_(w^2+1)+W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)
4252	(W_(w^2+1)+W_(w^2))	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(1,1,1)(2,1,1)
4253	(W_(w^2+1)*2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)
4254	(W_(w^2+1)*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)
4255	(W_(w^2+1)*W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,1,0)
4256	(W_(w^2+1)*W_(w^2))	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,1,0)(1,1,1)(2,1,1)
4257	(W_(w^2+1)^2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,2,0)
4258	(W_(w^2+1)^W_(w^2+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(6,2,0)
4259	psi_W_(w^2+2)(W_(w^2+2))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(7,3,0)
4260	W_(w^2+2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)
4261	W_(w^2+3)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,4,0)
4262	W_(w^2+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)
4291	(W_(w^2+w)+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,0)
4292	(W_(w^2+w)+2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,0)(8,5,0)
4293	(W_(w^2+w)+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)
4294	(W_(w^2+w)+W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,1,0)
4295	(W_(w^2+w)+W_(w^2))	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,1,0)(1,1,1)(2,1,1)
4296	(W_(w^2+w)+W_(w^2+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,2,0)
4297	(W_(w^2+w)*2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,2,0)(3,2,1)
4298	(W_(w^2+w)*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)
4299	(W_(w^2+w)*W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)(7,1,0)
4300	(W_(w^2+w)*W_(w^2))	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)(7,1,0)(1,1,1)(2,1,1)
4301	(W_(w^2+w)*W_(w^2+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)(7,2,0)
4302	(W_(w^2+w)^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)(7,2,0)(3,2,1)
4303	(W_(w^2+w)^W_(w^2+w))	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(8,2,0)(3,2,1)
4304	psi_W_(w^2+w+1)(W_(w^2+w+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(8,3,0)
4305	W_(w^2+w+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)
4306	W_(w^2+w+2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(6,3,0)(7,4,1)(8,4,1)(9,4,0)
4307	W_(w^2+w2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(6,3,1)
4308	W_(w^2+w3)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(6,3,1)(6,3,0)(7,4,1)(8,4,1)(9,4,0)(8,4,1)
