row	matrix	label_orig	label_norm	fix
3303	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,3,0)(7,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_(W_w+1)^W_W_w)	psi(W_(W_w+1)^W_W_w)	
3304	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,3,0)(7,3,0)	psi(W_(W_w+1)^W_(W_w+1))	psi(W_(W_w+1)^W_(W_w+1))	
3305	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,4,0)	psi(W_(W_w+2))	psi(W_(W_w+2))	
3306	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,4,0)(7,5,0)	psi(W_(W_w+3))	psi(W_(W_w+3))	
3307	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)	psi(W_(W_w+w))	psi(W_(W_w+w))	
3308	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(1,1,1)	psi(W_(W_w+w)+W_w)	psi(W_(W_w+w)+W_w)	
3309	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(3,2,0)	psi(W_(W_w+w)+W_(w+1))	psi(W_(W_w+w)+W_(w+1))	
3310	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(3,2,1)	psi(W_(W_w+w)+W_(w2))	psi(W_(W_w+w)+W_(w2))	
3311	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(3,2,1)(4,2,1)	psi(W_(W_w+w)+W_(W^2))	psi(W_(W_w+w)+W_(W^2))	
3312	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(3,2,1)(4,2,1)(5,1,0)	psi(W_(W_w+w)+W_W)	psi(W_(W_w+w)+W_W)	
3313	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_(W_w+w)+W_W_w)	psi(W_(W_w+w)+W_W_w)	
3314	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(4,2,0)	psi(W_(W_w+w)+psi_W_(W_w+1)(W_(W_w+w))*W_(w+1))	psi(W_(W_w+w)+psi_W_(W_w+1)(W_(W_w+w))*W_(w+1))	
3315	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(5,3,0)	psi(W_(W_w+w)+W_(W_w+1))	psi(W_(W_w+w)+W_(W_w+1))	
3316	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(5,3,0)(6,4,1)(6,4,0)	psi(W_(W_w+w)+W_(W_w+2))	psi(W_(W_w+w)+W_(W_w+2))	
3317	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(5,3,1)	psi(W_(W_w+w)*2)	psi(W_(W_w+w)*2)	
3318	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,2,0)	psi(W_(W_w+w)*W_(w+1))	psi(W_(W_w+w)*W_(w+1))	
3319	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,2,0)(1,1,1)	psi(W_(W_w+w)*W_w)	psi(W_(W_w+w)*W_w)	
3320	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,2,0)(3,2,1)	psi(W_(W_w+w)*W_(w2))	psi(W_(W_w+w)*W_(w2))	
3321	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,2,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_(W_w+w)*W_W)	psi(W_(W_w+w)*W_W)	
3322	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_(W_w+w)*W_W_w)	psi(W_(W_w+w)*W_W_w)	
3323	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,0)	psi(W_(W_w+w)*W_(W_w+1))	psi(W_(W_w+w)*W_(W_w+1))	
3324	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,0)(5,3,0)(6,4,1)(7,4,0)	psi(W_(W_w+w)*W_(W_w+2))	psi(W_(W_w+w)*W_(W_w+2))	
3325	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,0)(5,3,1)	psi(W_(W_w+w)^2)	psi(W_(W_w+w)^2)	
3326	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,0)(5,3,1)(6,3,0)(5,3,1)	psi(W_(W_w+w)^2*2)	psi(W_(W_w+w)^2*2)	
3327	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,0)(6,3,0)(5,3,1)	psi(W_(W_w+w)^3)	psi(W_(W_w+w)^3)	
3328	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,0)(7,3,0)(5,3,1)	psi(W_(W_w+w)^W_(W_w+w))	psi(W_(W_w+w)^W_(W_w+w))	
3329	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,0)(7,4,0)	psi(W_(W_w+w+1))	psi(W_(W_w+w+1))	
3330	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,0)(7,4,0)(8,4,0)	psi(W_(W_w+w+1)^2)	psi(W_(W_w+w+1)^2)	
3331	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,0)(7,4,0)(8,5,0)	psi(W_(W_w+w+2))	psi(W_(W_w+w+2))	
3332	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,0)(7,4,1)	psi(W_(W_w+w2))	psi(W_(W_w+w2))	
3333	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,0)(7,4,1)(8,4,0)(9,5,1)	psi(W_(W_w+w3))	psi(W_(W_w+w3))	
3334	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)	psi(W_(W_w+w^2))	psi(W_(W_w+w^2))	
3335	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(6,3,1)	psi(W_(W_w+w^3))	psi(W_(W_w+w^3))	
3336	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,0,0)	psi(W_(W_w+w^w))	psi(W_(W_w+w^w))	
3337	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,0,0)(8,1,1)	psi(W_(W_w+psi(W_w)))	psi(W_(W_w+psi(W_w)))	
3338	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)	psi(W_(W_w+W))	psi(W_(W_w+W))	
3339	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)	psi(W_(W_w+W)+psi_1(W_W_w))	psi(W_(W_w+W)+psi_1(W_W_w))	
3340	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,0)	psi(W_(W_w+W)+psi_1(W_(W_w+1))	psi(W_(W_w+W)+psi_1(W_(W_w+1)))	paren+1
3341	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)	psi(W_(W_w+W)+psi_1(W_(W_w+w)))	psi(W_(W_w+W)+psi_1(W_(W_w+w)))	
3342	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)	psi(W_(W_w+W)+psi_1(W_(W_w+W)))	psi(W_(W_w+W)+psi_1(W_(W_w+W)))	
3343	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(2,2,1)	psi(W_(W_w+W)+W_w)	psi(W_(W_w+W)+W_w)	
3344	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(4,3,0)	psi(W_(W_w+W)+W_(w+1))	psi(W_(W_w+W)+W_(w+1))	
3345	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(4,3,1)	psi(W_(W_w+W)+W_(w2))	psi(W_(W_w+W)+W_(w2))	
3346	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(4,3,1)(5,3,1)	psi(W_(W_w+W)+W_(w^2))	psi(W_(W_w+W)+W_(w^2))	
3347	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(4,3,1)(5,3,1)(6,2,0)	psi(W_(W_w+W)+W_W_2)	psi(W_(W_w+W)+W_W_2)	
3348	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(4,3,1)(5,3,1)(6,2,0)(2,2,1)	psi(W_(W_w+W)+W_W_w)	psi(W_(W_w+W)+W_W_w)	
3349	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)	psi(W_(W_w+W)+psi_W_(W_w+1)(W_(W_w+W)))	psi(W_(W_w+W)+psi_W_(W_w+1)(W_(W_w+W)))	
3350	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(5,2,0)	psi(W_(W_w+W)+psi_W_(W_w+1)(W_(W_w+W))*W_2)	psi(W_(W_w+W)+psi_W_(W_w+1)(W_(W_w+W))*W_2)	
3351	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(6,4,0)	psi(W_(W_w+W)+W_(W_w+1)	psi(W_(W_w+W)+W_(W_w+1))	paren+1
3352	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(6,4,1)	psi(W_(W_w+W)+W_(W_w+w))	psi(W_(W_w+W)+W_(W_w+w))	
3353	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(6,4,1)(7,4,1)(8,1,0)	psi(W_(W_w+W)*2)	psi(W_(W_w+W)*2)	
3354	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(6,4,1)(7,4,1)(8,1,0)(6,4,1)(7,4,1)(8,1,0)	psi(W_(W_w+W)*3)	psi(W_(W_w+W)*3)	
3355	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,1,0)	psi(W_(W_w+W)*W)	psi(W_(W_w+W)*W)	
3356	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,2,0)	psi(W_(W_w+W)*W_2)	psi(W_(W_w+W)*W_2)	
3357	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,2,0)(2,2,1)	psi(W_(W_w+W)*W_w)	psi(W_(W_w+W)*W_w)	
3358	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,3,0)	psi(W_(W_w+W)*W_(w+1))	psi(W_(W_w+W)*W_(w+1))	
3359	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,3,0)(4,3,1)	psi(W_(W_w+W)*W_(w2))	psi(W_(W_w+W)*W_(w2))	
3360	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,3,0)(4,3,1)(5,3,1)(6,2,0)	psi(W_(W_w+W)*W_W_2)	psi(W_(W_w+W)*W_W_2)	
3361	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,3,0)(4,3,1)(5,3,1)(6,2,0)(2,2,1)	psi(W_(W_w+W)*W_W_w)	psi(W_(W_w+W)*W_W_w)	
3362	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,4,0)	psi(W_(W_w+W)*W_(W_w+1))	psi(W_(W_w+W)*W_(W_w+1))	
3363	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,4,0)(6,4,1)	psi(W_(W_w+W)*W_(W_w+w))	psi(W_(W_w+W)*W_(W_w+w))	
3364	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,4,0)(6,4,1)(7,4,1)(8,1,0)	psi(W_(W_w+W)^2)	psi(W_(W_w+W)^2)	
3365	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,4,0)(7,4,0)(6,4,1)(7,4,1)(8,1,0)	psi(W_(W_w+W)^3)	psi(W_(W_w+W)^3)	
3366	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,4,0)(8,4,0)(6,4,1)(7,4,1)(8,1,0)	psi(W_(W_w+W)^W_(W_w+W))	psi(W_(W_w+W)^W_(W_w+W))	
3367	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,4,0)(8,5,0)	psi(W_(W_w+W+1))	psi(W_(W_w+W+1))	
3368	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,4,0)(8,5,0)(9,6,0)	psi(W_(W_w+W+2))	psi(W_(W_w+W+2))	
3369	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,4,0)(8,5,1)	psi(W_(W_w+W+w))	psi(W_(W_w+W+w))	
3370	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,4,0)(8,5,1)(9,5,1)	psi(W_(W_w+W+w^2))	psi(W_(W_w+W+w^2))	
3371	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,4,0)(8,5,1)(9,5,1)(10,1,0)	psi(W_(W_w+W2))	psi(W_(W_w+W2))	
3372	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,4,1)	psi(W_(W_w+W*w))	psi(W_(W_w+W*w))	
3373	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(7,4,1)(8,1,0)	psi(W_(W_w+W^2))	psi(W_(W_w+W^2))	
3374	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(8,1,0)	psi(W_(W_w+W^W))	psi(W_(W_w+W^W))	
3375	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(9,2,1)	psi(W_(W_w+psi_1(W_w)))	psi(W_(W_w+psi_1(W_w)))	
